Time (s),Channel 1 (V)
-0.004096,0.2819934464321474
-0.00409575,-0.3204969537001525
-0.0040955,0.2142716572699896
-0.00409525,0.08816901538183397
-0.004095,-0.3411804558087919
-0.00409475,0.3423759283944654
-0.0040945,-0.2204154918841559
-0.00409425,-0.0309279241792022
-0.004094,0.324027660394866
-0.00409375,-0.3912211867167901
-0.0040935,0.2299510862878291
-0.00409325,-0.01691651952496254
-0.004093,-0.2751266910102339
-0.00409275,0.4324492440288623
-0.0040925,-0.2787963446101538
-0.00409225,0.01010547516535643
-0.004092,0.1969242038885504
-0.00409175,-0.3958916549348699
-0.0040915,0.3567209379214249
-0.00409125,-0.01324686592504265
-0.004091,-0.151692888103838
-0.00409075,0.005101402074556782
-0.0040905,0.03178979189215569
-0.00409025,0.006102216692716711
-0.00409,0.01177349952895645
-0.00408975,-0.01224605130688272
-0.0040895,-0.01591570490680261
-0.00408925,0.009104660547196497
-0.004089,-0.01991896337944254
-0.00408875,0.008771055674476669
-0.0040885,0.004100587456396632
-0.00408825,0.0114398946562364
-0.004088,0.004100587456396632
-0.00408775,-0.2024008287572763
-0.0040875,0.3930838690479037
-0.00408725,-0.2290892185748754
-0.004087,-0.1276733372679988
-0.00408675,0.2836614707957474
-0.0040865,-0.333173938863512
-0.00408625,0.2432952811966287
-0.004086,0.05414131836439506
-0.00408575,-0.3138248562457526
-0.0040855,0.354385703812385
-0.00408525,-0.2524415596652747
-0.004085,0.00543500694727661
-0.00408475,0.2756549538504676
-0.0040845,-0.3782105966807106
-0.00408425,0.2709844856323878
-0.004084,-0.03259594854280201
-0.00408375,-0.2477710914471949
-0.0040835,0.3857445618480639
-0.00408325,-0.3221649780637523
-0.004083,0.07115516687311452
-0.00408275,0.2209437547243895
-0.0040825,-0.3722057089717508
-0.00408225,0.3070138118861465
-0.004082,-0.08597272817800028
-0.00408175,-0.1807165120304772
-0.0040815,0.3393734845399856
-0.00408125,-0.3555254653357514
-0.004081,0.1382097462898322
-0.00408075,0.1782423310162309
-0.0040805,-0.3505213922449515
-0.00408025,0.3503824453397451
-0.00408,-0.1693739463579975
-0.00407975,-0.120334030068159
-0.0040795,0.3183563775586262
-0.00407925,-0.3968924695530298
-0.004079,0.2015946721066302
-0.00407875,0.1272007854900725
-0.0040785,-0.1760460438123972
-0.00407825,0.04847003552815532
-0.004078,-0.02258780236120228
-0.00407775,0.006102216692716711
-0.0040775,0.02812013829223603
-0.00407725,-0.03593199727000185
-0.004077,0.01277431414711638
-0.00407675,0.01677757261975632
-0.0040765,0.01110628978351658
-0.00407625,-0.02892629494288212
-0.004076,-0.01124523668872279
-0.00407575,-0.02325501210664238
-0.0040755,0.02178164571055619
-0.00407525,0.02978816265583584
-0.004075,-0.005240348979762999
-0.00407475,0.006102216692716711
-0.0040745,-0.02892629494288212
-0.00407425,-0.02458943159752236
-0.004074,0.02912095291039596
-0.00407375,0.01344152389255648
-0.0040735,-0.005573953852483049
-0.00407325,-0.02325501210664238
-0.004073,-0.01057802694328269
-0.00407275,-0.004573139234322898
-0.0040725,0.02978816265583584
-0.00407225,0.1522211509440718
-0.004072,-0.3435156899178315
-0.00407175,0.175907096907191
-0.0040715,0.1532219655622318
-0.00407125,-0.3325067291180721
-0.004071,0.328364523740226
-0.00407075,-0.1990647800300764
-0.0040705,-0.07896702585088056
-0.00407025,0.3186899824313463
-0.00407,-0.3355091729725519
-0.00406975,0.1822455894888708
-0.0040695,0.04046351858287545
-0.00406925,-0.2944757736279933
-0.004069,0.3930838690479037
-0.00406875,-0.2561112132651946
-0.0040685,-0.01157884156144284
-0.00406825,0.2743205343595878
-0.004068,-0.3982268890439098
-0.00406775,0.2749877441050277
-0.0040675,-0.02959350468832223
-0.00406725,-0.2030680385027164
-0.004067,0.3527176794487852
-0.00406675,-0.3275026560272722
-0.0040665,0.04880364040087515
-0.00406625,0.2422944665784688
-0.004066,-0.2200818870114358
-0.00406575,0.01177349952895645
-0.0040655,-0.0005698807616831836
-0.00406525,0.04646840629183524
-0.004065,0.0007645387291967953
-0.00406475,-0.01725012439768259
-0.0040645,-0.02392222185208226
-0.00406425,0.006435821565436539
-0.004064,-0.01758372927040264
-0.00406375,0.02411687981959609
-0.0040635,0.004767797201836732
-0.00406325,0.007770241056316518
-0.004063,0.07782726432751419
-0.00406275,-0.2814651835919137
-0.0040625,0.2146052621427097
-0.00406225,0.116859034435753
-0.004062,-0.3388452216997517
-0.00406175,0.324027660394866
-0.0040615,-0.1900574484666369
-0.00406125,-0.06595643581480104
-0.004061,0.3110170703587865
-0.00406075,-0.3782105966807106
-0.0040605,0.2606427345780682
-0.00406025,-0.03393036803368199
-0.00406,-0.2224171211204757
-0.00405975,0.3460455819943853
-0.0040595,-0.2531087694107146
-0.00405925,-0.01057802694328269
-0.004059,0.266647622287028
-0.00405875,-0.3982268890439098
-0.0040585,0.3373718553036655
-0.00405825,-0.09431284999599998
-0.004058,-0.1963959410483167
-0.00405775,0.3323677822128659
-0.0040575,-0.2974782174824733
-0.00405725,0.07515842534575445
-0.004057,0.2156060767608696
-0.00405675,-0.3571934896993512
-0.0040565,0.3083482313770265
-0.00405625,-0.1189996105772793
-0.004056,-0.154695331958318
-0.00405575,0.3613914061395047
-0.0040555,-0.3932228159531099
-0.00405525,0.1855816382160707
-0.004055,0.08816901538183397
-0.00405475,-0.2477710914471949
-0.0040545,0.2779901879595077
-0.00405425,-0.1503584686129582
-0.004054,-0.1860541899939969
-0.00405375,0.4077624834475833
-0.0040535,-0.2951429833734334
-0.00405325,0.1228639221447128
-0.004053,-0.1433527662858383
-0.00405275,0.1865824528342306
-0.0040525,-0.1460216052675982
-0.00405225,0.1465498681078319
-0.004052,-0.2130761846843161
-0.00405175,0.2142716572699896
-0.0040515,-0.2024008287572763
-0.00405125,0.2436288860693487
-0.004051,-0.2547767937743146
-0.00405075,0.2302846911605492
-0.0040505,-0.2704562227921541
-0.00405025,0.2869975195229473
-0.00405,-0.2861356518099936
-0.00404975,0.3056793923952668
-0.0040495,-0.3178281147183926
-0.00404925,0.2963384559591069
-0.004049,-0.3124904367548726
-0.00404875,0.3216924262858261
-0.0040485,-0.304817524682313
-0.00404825,0.3303661529765458
-0.004048,-0.3538574409721513
-0.00404775,0.3350366211946256
-0.0040475,-0.3748745479535107
-0.00404725,0.5051751062818199
-0.004047,-0.4579421612607879
-0.00404675,0.177241516398071
-0.0040465,0.05447492323711511
-0.00404625,-0.00357232461616297
-0.004046,-0.1573641709400779
-0.00404575,0.3840765374844641
-0.0040455,-0.5987234175486231
-0.00404525,0.7140117566045332
-0.004045,-0.4983083508599065
-0.00404475,0.2716516953778279
-0.0040445,-0.03459757777912209
-0.00404425,-0.05194503116056137
-0.004044,-0.07296213814192076
-0.00404375,0.3156875385768663
-0.0040435,-0.5340040722409454
-0.00404325,0.6659726549328548
-0.004043,-0.5169902237322259
-0.00404275,0.2946704315955071
-0.0040425,-0.05394666039688123
-0.00404225,-0.06095236272400117
-0.004042,0.01077268491079653
-0.00404175,0.2072659549428699
-0.0040415,-0.5066484726779062
-0.00404125,0.6069245924614164
-0.004041,-0.3958916549348699
-0.00404075,0.2436288860693487
-0.0040405,-0.304483919809593
-0.00404025,0.3033441582862266
-0.00404,-0.241432598865515
-0.00403975,0.2493001689055885
-0.0040395,-0.2781291348647139
-0.00403925,0.2783237928322275
-0.004039,-0.2891380956644736
-0.00403875,0.2599755248326281
-0.0040385,-0.273125061773914
-0.00403825,0.2719853002505477
-0.004038,-0.1737108097033573
-0.00403775,0.1282016001082327
-0.0040375,-0.3605295384265512
-0.00403725,0.6492924112968554
-0.004037,-0.6003914419122232
-0.00403675,0.4644753118099814
-0.0040365,-0.2220835162477557
-0.00403625,-0.006574768470642978
-0.004036,0.1312040439627125
-0.00403575,0.01110628978351658
-0.0040355,-0.2984790321006332
-0.00403525,0.5198537206814995
-0.004035,-0.5873808518761435
-0.00403475,0.5779009685347776
-0.0040345,-0.2884708859190335
-0.00403425,0.04146433320103537
-0.004034,0.05981260120063481
-0.00403375,-0.01725012439768259
-0.0040335,-0.2204154918841559
-0.00403325,0.5098455744998998
-0.004033,-0.5777063105672638
-0.00403275,0.5722296856985378
-0.0040325,-0.3258346316636722
-0.00403225,0.07849447407295429
-0.004032,0.09083785436359393
-0.00403175,-0.06395480657848096
-0.0040315,-0.1283405470134389
-0.00403125,0.3967535226478236
-0.004031,-0.5656965351493443
-0.00403075,0.5905779536981373
-0.0040305,-0.3595287238083911
-0.00403025,0.118527058799353
-0.00403,0.09884437130887358
-0.00402975,-0.1286741518861589
-0.0040295,-0.05995154810584125
-0.00402925,0.3183563775586262
-0.004029,-0.5103181262778261
-0.00402875,0.5972500511525369
-0.0040285,-0.3962252598075899
-0.00402825,0.1495523119623119
-0.004028,0.07782726432751419
-0.00402775,-0.1466888150130383
-0.0040275,0.03012176752855589
-0.00402725,0.2306182960332692
-0.004027,-0.482962526714787
-0.00402675,0.5662247979895778
-0.0040265,-0.4132391083163094
-0.00402625,0.2136044475245498
-0.004026,0.07115516687311452
-0.00402575,-0.1687067366125574
-0.0040255,-0.03393036803368199
-0.00402525,0.2126036329063898
-0.004025,-0.1970631507937566
-0.00402475,0.1705694189436711
-0.0040245,-0.1967295459210365
-0.00402425,0.1992594379975903
-0.004024,-0.1993983849027965
-0.00402375,0.2002602526157502
-0.0040235,-0.2067376921026363
-0.00402325,0.2082667695610299
-0.004023,-0.2120753700661562
-0.00402275,0.1922537356704705
-0.0040225,-0.2491055109380749
-0.00402225,0.2856631000320673
-0.004022,-0.09564726948687996
-0.00402175,-0.1783812779214371
-0.0040215,0.2096011890519098
-0.00402125,0.002766167965516875
-0.004021,-0.2537759791561547
-0.00402075,0.4811555554459808
-0.0040205,-0.5079828921687862
-0.00402025,0.3964199177751035
-0.00402,-0.1089914643956795
-0.00401975,-0.07863342097816051
-0.0040195,0.176240701779911
-0.00401925,-0.09331203537784005
-0.004019,-0.1857205851212769
-0.00401875,0.4307812196652625
-0.0040185,-0.4852977608238269
-0.00401825,0.4197722588655028
-0.004018,-0.1543617270855979
-0.00401775,-0.09231122075968012
-0.0040175,0.2042635110883901
-0.00401725,-0.123002869049919
-0.004017,-0.06161957246944105
-0.00401675,0.3487144209761452
-0.0040165,-0.5096509165323861
-0.00401625,0.384410142357184
-0.004016,-0.1393495078131985
-0.00401575,0.09350669334535366
-0.0040155,-0.1723763902124773
-0.00401525,0.147550682725992
-0.004015,-0.1173315862136792
-0.00401475,0.1335392780717524
-0.0040145,-0.1286741518861589
-0.00401425,0.1165254295630329
-0.004014,-0.1103258838865595
-0.00401375,0.08816901538183397
-0.0040135,-0.126005312904399
-0.00401325,0.09951158105431346
-0.004013,-0.03526478752456197
-0.00401275,0.1615620873802315
-0.0040125,-0.4455987809701483
-0.00401225,0.528527447372219
-0.004012,-0.2661193594467943
-0.00401175,0.05280689887351508
-0.0040115,0.1689013945800713
-0.00401125,-0.2737922715193541
-0.004011,0.1562244094167116
-0.00401075,0.1098533321086332
-0.0040105,-0.3615303530447112
-0.00401025,0.4534663510102217
-0.00401,-0.300147056464233
-0.00400975,0.1272007854900725
-0.0040095,0.1482178924714319
-0.00400925,-0.2737922715193541
-0.004009,0.2039299062156701
-0.00400875,0.03012176752855589
-0.0040085,-0.2864692566827136
-0.00400825,0.4331164537743024
-0.004008,-0.3401796411906319
-0.00400775,0.1652317409801514
-0.0040075,0.1211958977811127
-0.00400725,-0.2657857545740743
-0.004007,0.2589747102144682
-0.00400675,-0.08096865508720041
-0.0040065,-0.2003991995209564
-0.00400625,0.384743747229904
-0.004006,-0.3488533678813515
-0.00400575,0.1989258331248702
-0.0040055,0.07582563509119433
-0.00400525,-0.2838004177009537
-0.004005,0.2973392705772671
-0.00400475,-0.1256717080316789
-0.0040045,-0.09598087435960001
-0.00400425,0.3473800014852653
-0.004004,-0.425248883734229
-0.00400375,0.1919201307977505
-0.0040035,0.05013805989175513
-0.00400325,-0.01991896337944254
-0.004003,-0.0936456402505601
-0.00400275,0.04213154294647548
-0.0040025,0.008103845929036568
-0.00400225,0.01410873363799636
-0.004002,-0.01124523668872279
-0.00400175,-0.005573953852483049
-0.0040015,0.003433377710956753
-0.00400125,-0.009577212325122764
-0.004001,-0.02025256825216237
-0.00400075,-0.002905114870723091
-0.0040005,0.04480038192823543
-0.00400025,0.1088525174904733
-0.004,-0.3748745479535107
-0.00399975,0.3313669675947057
-0.0039995,-0.06228678221488115
-0.00399925,-0.1663715025035175
-0.003999,0.3280309188675059
-0.00399875,-0.3328403339907922
-0.0039985,0.1098533321086332
-0.00399825,0.1618956922529515
-0.003998,-0.360863143299271
-0.00399775,0.3593897769031849
-0.0039975,-0.1163307715955193
-0.00399725,-0.1026529718139997
-0.003997,0.03946270396471552
-0.00399675,0.06815272301863451
-0.0039965,-0.02692466570656227
-0.00399625,-0.01591570490680261
-0.003996,-0.03659920701544195
-0.00399575,0.007770241056316518
-0.0039955,0.03946270396471552
-0.00399525,9.73289837569169e-05
-0.003995,-0.01524849516136273
-0.00399475,-0.007575583088802906
-0.0039945,-0.01725012439768259
-0.00399425,0.01177349952895645
-0.003994,0.00710303131087664
-0.00399375,-0.008576397706962835
-0.0039935,0.0004309338564767451
-0.00399325,-0.01024442207056286
-0.003993,-0.009243607452402935
-0.00399275,0.003766982583676803
-0.0039925,-0.0009034856344030118
-0.00399225,0.01010547516535643
-0.003992,-0.01191244643416267
-0.00399175,-0.009243607452402935
-0.0039915,0.01110628978351658
-0.00399125,-0.008910002579682885
-0.003991,0.01310791901983643
-0.00399075,-0.01491489028864268
-0.0039905,-0.002237905125282991
-0.00399025,-0.002571509998003041
-0.00399,-0.006908373343362806
-0.00398975,0.00743663618359669
-0.0039895,-0.00390592948888302
-0.00398925,-0.009910817197842814
-0.003989,0.002432563092796824
-0.00398875,-0.007909187961522957
-0.0039885,0.001765353347356724
-0.00398825,0.01077268491079653
-0.003988,-0.009910817197842814
-0.00398775,-0.00357232461616297
-0.0039875,0.004100587456396632
-0.00398725,-0.02692466570656227
-0.003987,0.02611850905591595
-0.00398675,-0.005573953852483049
-0.0039865,0.006769426438156589
-0.00398625,-0.005573953852483049
-0.003986,0.001431748474636896
-0.00398575,0.003766982583676803
-0.0039855,-0.01925175363400244
-0.00398525,0.0007645387291967953
-0.003985,0.0007645387291967953
-0.00398475,0.02044722621967621
-0.0039845,-0.02759187545200215
-0.00398425,0.0174447823651962
-0.003984,-0.02625745596112217
-0.00398375,0.01377512876527631
-0.0039835,0.01944641160151628
-0.00398325,-0.0135804707977627
-0.003983,-0.01091163181600274
-0.00398275,0.00543500694727661
-0.0039825,-0.002571509998003041
-0.00398225,-0.01057802694328269
-0.003982,9.73289837569169e-05
-0.00398175,0.006769426438156589
-0.0039815,0.002098958220076774
-0.00398125,-0.004573139234322898
-0.003981,-0.01291326105232282
-0.00398075,-0.02091977799760247
-0.0039805,0.009438265419916547
-0.00398025,0.04546759167367531
-0.00398,-0.01091163181600274
-0.00397975,-0.009577212325122764
-0.0039795,-0.01524849516136273
-0.00397925,-0.02358861697936243
-0.003979,0.01410873363799636
-0.00397875,0.007770241056316518
-0.0039785,0.1468834729805519
-0.00397825,-0.3521894166085515
-0.003978,0.2673148320324679
-0.00397775,0.0257849041831959
-0.0039775,-0.243767832974555
-0.00397725,0.3510496550851852
-0.003977,-0.2667865691922342
-0.00397675,-0.01591570490680261
-0.0039765,0.2479657494147085
-0.00397625,-0.3715384992263109
-0.003976,0.3216924262858261
-0.00397575,-0.03393036803368199
-0.0039755,-0.1917254728302367
-0.00397525,0.1061836785087134
-0.003975,0.04646840629183524
-0.00397475,-0.0309279241792022
-0.0039745,-0.01191244643416267
-0.00397425,-0.02125338287032252
-0.003974,0.01043908003807648
-0.00397375,0.007770241056316518
-0.0039735,0.002766167965516875
-0.00397325,0.009104660547196497
-0.003973,0.008103845929036568
-0.00397275,-0.02458943159752236
-0.0039725,-0.01858454388856257
-0.00397225,-0.1086578595229595
-0.003972,0.3246948701403061
-0.00397175,-0.2197482821387158
-0.0039715,-0.09764889872319982
-0.00397125,0.294336826722787
-0.003971,-0.3478525532631915
-0.00397075,0.20192827697935
-0.0039705,0.05881178658247488
-0.00397025,-0.2524415596652747
-0.00397,0.3470463966125452
-0.00396975,-0.2534423742834346
-0.0039695,-0.02992710956104205
-0.00396925,0.1752398871617511
-0.003969,-0.09331203537784005
-0.00396875,-0.007241978216082856
-0.0039685,0.0174447823651962
-0.00396825,0.01244070927439656
-0.003968,-0.01925175363400244
-0.00396775,0.00743663618359669
-0.0039675,-0.004573139234322898
-0.00396725,-0.009577212325122764
-0.003967,-0.0002362758889631333
-0.00396675,-0.01024442207056286
-0.0039665,0.01077268491079653
-0.00396625,-0.001904300252563162
-0.003966,0.1535555704349518
-0.00396575,-0.3098215977731129
-0.0039655,0.1315376488354325
-0.00396525,0.1742390725435909
-0.003965,-0.3381780119543119
-0.00396475,0.3176891678131863
-0.0039645,-0.1510256783583981
-0.00396425,-0.126338917777119
-0.003964,0.3290317334856658
-0.00396375,-0.3605295384265512
-0.0039635,0.1935881551613503
-0.00396325,0.09417390309079376
-0.003963,-0.2320916624293554
-0.00396275,0.08683459589095399
-0.0039625,0.03545944549207558
-0.00396225,0.00710303131087664
-0.003962,-0.02125338287032252
-0.00396175,-0.01291326105232282
-0.0039615,-0.01791733414312247
-0.00396125,0.00710303131087664
-0.003961,0.01210710440167651
-0.00396075,-0.002571509998003041
-0.0039605,0.03212339676487574
-0.00396025,-0.02025256825216237
-0.00396,-0.01424768054320258
-0.00395975,-0.1690403414852775
-0.0039595,0.2863303097775074
-0.00395925,-0.04227048985168169
-0.003959,-0.2601144717378345
-0.00395875,0.3623922207576646
-0.0039585,-0.3111560172639927
-0.00395825,0.1021804200360734
-0.003958,0.1605612727620715
-0.00395775,-0.334841963227112
-0.0039575,0.3250284750130261
-0.00395725,-0.1256717080316789
-0.003957,-0.1677059219943975
-0.00395675,0.2519690078873484
-0.0039565,-0.0913104061415202
-0.00395625,-0.02292140723392233
-0.003956,-0.01324686592504265
-0.00395575,0.02912095291039596
-0.0039555,0.002098958220076774
-0.00395525,-0.002237905125282991
-0.003955,-0.01257965617960277
-0.00395475,0.01377512876527631
-0.0039545,-0.007575583088802906
-0.00395425,-0.01758372927040264
-0.003954,-0.03292955341552206
-0.00395375,-0.002905114870723091
-0.0039535,0.1822455894888708
-0.00395325,-0.1907246582120767
-0.003953,-0.02825908519744225
-0.00395275,0.2503009835237486
-0.0039525,-0.363531982281031
-0.00395225,0.2813262366867075
-0.003952,-0.04126967523352176
-0.00395175,-0.2077385067207962
-0.0039515,0.3527176794487852
-0.00395125,-0.3074863636640728
-0.003951,0.0437995673100755
-0.00395075,0.2186085206153496
-0.0039505,-0.2481046963199149
-0.00395025,0.06214783530967471
-0.00395,0.03912909909199547
-0.00394975,0.06781911814591468
-0.0039495,-0.06762446017840085
-0.00394925,-0.04627374832432163
-0.003949,-0.01291326105232282
-0.00394875,0.02044722621967621
-0.0039485,0.04680201116455529
-0.00394825,0.003766982583676803
-0.003948,-0.007241978216082856
-0.00394775,-0.01725012439768259
-0.0039475,-0.02992710956104205
-0.00394725,0.02144804083783614
-0.003947,-0.003238719743443141
